leaid11,STNAM,ALL_COHORT_1112,ALL_RATE_1112,GreaterThan90
1741730,ILLINOIS,32,84.5,0
1741750,ILLINOIS,45,84.5,0
1741980,ILLINOIS,143,87,0
1742060,ILLINOIS,53,84.5,0
1742180,ILLINOIS,1123,94,1
1742240,ILLINOIS,91,77,0
1742310,ILLINOIS,264,81,0
1742450,ILLINOIS,15,50,0
1742480,ILLINOIS,109,95,1
1742630,ILLINOIS,110,87,0
1742660,ILLINOIS,50,84.5,0
1742690,ILLINOIS,36,90,1
1742790,ILLINOIS,128,92,1
1742990,ILLINOIS,43,74.5,0
1743200,ILLINOIS,46,90,1
1743330,ILLINOIS,447,91,1
1743800,ILLINOIS,55,74.5,0
1743890,ILLINOIS,724,83,0
1743960,ILLINOIS,347,95,1
1743962,ILLINOIS,80,77,0
1800008,INDIANA,57,84.5,0
1800030,INDIANA,507,94,1
1800060,INDIANA,98,95,1
1800120,INDIANA,127,92,1
1800150,INDIANA,442,81,0
1800180,INDIANA,55,74.5,0
1800210,INDIANA,75,87,0
1800240,INDIANA,201,82,0
1800270,INDIANA,612,94,1
1800330,INDIANA,60,90,1
1800360,INDIANA,855,83,0
1800390,INDIANA,144,95,1
1800420,INDIANA,122,87,0
1800450,INDIANA,149,92,1
1800480,INDIANA,137,95,1
1800570,INDIANA,148,92,1
1800600,INDIANA,78,87,0
1800630,INDIANA,798,91,1
1800660,INDIANA,55,84.5,0
1800690,INDIANA,170,92,1
1800720,INDIANA,118,92,1
1800750,INDIANA,81,95,1
1800840,INDIANA,315,87,0
1800900,INDIANA,136,92,1
1800960,INDIANA,189,92,1
1801020,INDIANA,501,96,1
1801050,INDIANA,144,95,1
1801060,INDIANA,72,92,1
1801170,INDIANA,20,49.5,0
1801200,INDIANA,1059,96,1
1801230,INDIANA,17,80,0
1801290,INDIANA,75,92,1
1801410,INDIANA,61,87,0
1801440,INDIANA,556,92,1
1801560,INDIANA,104,92,1
1801590,INDIANA,331,91,1
1801710,INDIANA,108,82,0
1801740,INDIANA,84,92,1
1801770,INDIANA,112,92,1
1801890,INDIANA,360,93,1
1801920,INDIANA,90,92,1
1802040,INDIANA,141,92,1
1802130,INDIANA,78,92,1
1802160,INDIANA,65,95,1
1802190,INDIANA,68,87,0
1802220,INDIANA,95,77,0
1802280,INDIANA,288,92,1
1802400,INDIANA,349,90,1
1802430,INDIANA,57,90,1
1802440,INDIANA,121,92,1
1802460,INDIANA,152,95,1
1802490,INDIANA,629,97,1
1802520,INDIANA,68,82,0
1802550,INDIANA,180,95,1
1802610,INDIANA,148,92,1
1802640,INDIANA,446,81,0
1802660,INDIANA,200,92,1
1802700,INDIANA,105,92,1
1802800,INDIANA,421,91,1
1802830,INDIANA,441,97,1
1802850,INDIANA,821,89,0
1802880,INDIANA,308,70,0
1802910,INDIANA,84,67,0
1802940,INDIANA,69,82,0
1802970,INDIANA,273,92,1
1803000,INDIANA,136,87,0
1803030,INDIANA,165,87,0
1803060,INDIANA,117,92,1
1803090,INDIANA,100,87,0
1803120,INDIANA,81,95,1
1803150,INDIANA,115,92,1
1803180,INDIANA,62,87,0
1803210,INDIANA,112,87,0
1803240,INDIANA,76,87,0
1803270,INDIANA,745,81,0
1803300,INDIANA,86,92,1
1803330,INDIANA,50,74.5,0
1803450,INDIANA,1602,82,0
1803480,INDIANA,152,92,1
1803510,INDIANA,241,92,1
1803570,INDIANA,64,95,1
1803630,INDIANA,2009,84,0
1803660,INDIANA,212,83,0
1803690,INDIANA,411,87,0
1803700,INDIANA,259,81,0
1803720,INDIANA,57,90,1
1803750,INDIANA,572,91,1
1803780,INDIANA,85,92,1
1803810,INDIANA,61,82,0
1803840,INDIANA,134,92,1
1803870,INDIANA,662,57,0
1803930,INDIANA,416,83,0
1803940,INDIANA,686,88,0
1803960,INDIANA,232,91,1
1803990,INDIANA,147,77,0
1804050,INDIANA,338,88,0
1804080,INDIANA,149,95,1
1804110,INDIANA,228,93,1
1804140,INDIANA,117,92,1
1804170,INDIANA,227,83,0
1804230,INDIANA,43,84.5,0
1804260,INDIANA,175,92,1
1804320,INDIANA,968,67,0
1804350,INDIANA,145,92,1
1804470,INDIANA,185,92,1
1804500,INDIANA,55,90,1
1804560,INDIANA,303,90,1
1804590,INDIANA,311,92,1
1804620,INDIANA,102,77,0
1804710,INDIANA,471,88,0
1804770,INDIANA,1731,60,0
1804800,INDIANA,75,87,0
1804980,INDIANA,283,93,1
1805190,INDIANA,356,85,0
1805280,INDIANA,235,89,0
1805340,INDIANA,134,77,0
1805370,INDIANA,430,88,0
1805400,INDIANA,567,81,0
1805450,INDIANA,797,92,1
1805460,INDIANA,136,82,0
1805520,INDIANA,151,92,1
1805550,INDIANA,230,87,0
1805580,INDIANA,404,88,0
1805670,INDIANA,1207,84,0
1805700,INDIANA,147,92,1
1805790,INDIANA,238,95,1
1805880,INDIANA,95,92,1
1805910,INDIANA,74,87,0
1806030,INDIANA,298,90,1
1806060,INDIANA,63,82,0
1806080,INDIANA,107,92,1
1806090,INDIANA,135,92,1
1806120,INDIANA,246,88,0
1806240,INDIANA,113,87,0
1806270,INDIANA,91,95,1
1806390,INDIANA,282,91,1
1806480,INDIANA,98,87,0
1806510,INDIANA,384,87,0
1806570,INDIANA,396,83,0
1806600,INDIANA,278,93,1
1806630,INDIANA,100,82,0
1806660,INDIANA,120,95,1
1806840,INDIANA,375,82,0
1806870,INDIANA,144,92,1
1806900,INDIANA,129,87,0
1807020,INDIANA,52,90,1
1807080,INDIANA,84,95,1
1807110,INDIANA,101,87,0
1807140,INDIANA,294,91,1
1807230,INDIANA,167,95,1
1807260,INDIANA,264,91,1
1807290,INDIANA,186,82,0
1807320,INDIANA,397,88,0
1807350,INDIANA,395,97,1
1807380,INDIANA,93,87,0
1807410,INDIANA,925,89,0
1807440,INDIANA,252,88,0
1807470,INDIANA,63,95,1
1807500,INDIANA,10,50,0
1807560,INDIANA,210,96,1
1807620,INDIANA,124,92,1
1807650,INDIANA,576,93,1
1807680,INDIANA,171,92,1
1807710,INDIANA,72,82,0
1807770,INDIANA,186,92,1
1807800,INDIANA,110,82,0
1807830,INDIANA,106,77,0
1807860,INDIANA,389,86,0
1807890,INDIANA,89,82,0
1807900,INDIANA,163,95,1
1807920,INDIANA,118,87,0
1807950,INDIANA,119,92,1
1807980,INDIANA,136,87,0
1808010,INDIANA,185,92,1
1808040,INDIANA,67,92,1
1808070,INDIANA,55,90,1
1808100,INDIANA,149,95,1
1808120,INDIANA,72,92,1
1808130,INDIANA,60,84.5,0
1808160,INDIANA,96,87,0
1808190,INDIANA,81,87,0
1808220,INDIANA,207,90,1
1808250,INDIANA,432,97,1
1808280,INDIANA,100,92,1
1808310,INDIANA,129,92,1
1808340,INDIANA,115,92,1
1808460,INDIANA,60,84.5,0
1808490,INDIANA,65,92,1
1808640,INDIANA,99,87,0
1808760,INDIANA,849,95,1
1808820,INDIANA,1028,91,1
1808850,INDIANA,149,95,1
1808900,INDIANA,130,95,1
1808910,INDIANA,645,91,1
1808940,INDIANA,83,92,1
1808970,INDIANA,321,95,1
1809000,INDIANA,177,92,1
1809060,INDIANA,228,91,1
1809120,INDIANA,143,92,1
1809150,INDIANA,609,90,1
1809180,INDIANA,129,87,0
1809300,INDIANA,117,87,0
1809360,INDIANA,67,82,0
1809370,INDIANA,317,92,1
1809420,INDIANA,126,92,1
1809480,INDIANA,211,88,0
1809510,INDIANA,356,79,0
1809600,INDIANA,69,82,0
1809630,INDIANA,129,92,1
1809660,INDIANA,59,84.5,0
1809690,INDIANA,561,86,0
1809720,INDIANA,88,92,1
1809750,INDIANA,189,95,1
1809810,INDIANA,147,87,0
1809840,INDIANA,68,82,0
1809990,INDIANA,110,62,0
1810020,INDIANA,230,77,0
1810080,INDIANA,291,91,1
1810110,INDIANA,65,95,1
1810140,INDIANA,273,89,0
1810170,INDIANA,64,67,0
1810230,INDIANA,105,95,1
1810260,INDIANA,82,92,1
1810290,INDIANA,1355,76,0
1810350,INDIANA,172,92,1
1810360,INDIANA,262,92,1
1810380,INDIANA,63,95,1
1810410,INDIANA,85,92,1
1810440,INDIANA,288,90,1
1810450,INDIANA,142,95,1
1810470,INDIANA,58,74.5,0
1810500,INDIANA,99,82,0
1810530,INDIANA,93,82,0
1810560,INDIANA,106,87,0
1810590,INDIANA,120,87,0
1810620,INDIANA,104,92,1
1810640,INDIANA,93,92,1
1810650,INDIANA,1094,93,1
1810680,INDIANA,132,72,0
1810710,INDIANA,258,96,1
1810740,INDIANA,38,74.5,0
1810770,INDIANA,67,92,1
1810800,INDIANA,102,77,0
1810830,INDIANA,53,84.5,0
1810860,INDIANA,139,87,0
1810870,INDIANA,130,82,0
1810900,INDIANA,68,82,0
1810920,INDIANA,107,92,1
1810950,INDIANA,161,87,0
1810980,INDIANA,54,90,1
1811100,INDIANA,227,84,0
1811190,INDIANA,365,88,0
1811220,INDIANA,94,87,0
1811250,INDIANA,108,82,0
1811260,INDIANA,107,87,0
1811340,INDIANA,789,89,0
1811370,INDIANA,158,77,0
1811400,INDIANA,132,95,1
1811430,INDIANA,48,84.5,0
1811460,INDIANA,302,94,1
1811490,INDIANA,81,92,1
1811550,INDIANA,41,90,1
1811580,INDIANA,165,92,1
1811610,INDIANA,111,87,0
1811700,INDIANA,152,95,1
1811730,INDIANA,37,84.5,0
1811910,INDIANA,94,82,0
1811970,INDIANA,503,92,1
1812060,INDIANA,40,84.5,0
1812090,INDIANA,1000,91,1
1812120,INDIANA,215,77,0
1812150,INDIANA,91,92,1
1812180,INDIANA,194,87,0
1812240,INDIANA,226,83,0
1812360,INDIANA,890,86,0
1812390,INDIANA,750,87,0
1812420,INDIANA,470,91,1
1812450,INDIANA,189,82,0
1812720,INDIANA,813,85,0
1812810,INDIANA,1320,73,0
1812870,INDIANA,161,95,1
1812880,INDIANA,194,92,1
1812900,INDIANA,193,82,0
1812930,INDIANA,57,84.5,0
1812990,INDIANA,146,95,1
1813050,INDIANA,101,82,0
1813080,INDIANA,438,93,1
1813110,INDIANA,105,92,1
1813200,INDIANA,94,82,0
1813230,INDIANA,159,82,0
1900006,IOWA,72,92,1
1900009,IOWA,72,92,1
1900015,IOWA,55,90,1
1900021,IOWA,60,90,1
1900022,IOWA,98,95,1
1900023,IOWA,65,92,1
1900024,IOWA,65,92,1
1900025,IOWA,48,90,1
1900026,IOWA,48,90,1
1900027,IOWA,39,90,1
1900028,IOWA,61,95,1
1900040,IOWA,57,90,1
1900060,IOWA,35,90,1
1903060,IOWA,41,90,1
1903090,IOWA,19,80,0
1903150,IOWA,118,95,1
1903220,IOWA,42,90,1
1903270,IOWA,74,92,1
1903300,IOWA,44,90,1
1903360,IOWA,119,92,1
1903390,IOWA,110,95,1
1903450,IOWA,39,90,1
1903480,IOWA,63,95,1
1903540,IOWA,310,91,1
1903570,IOWA,112,92,1
1903630,IOWA,3,NA,1
1903690,IOWA,515,93,1
1903720,IOWA,1,NA,1
1903750,IOWA,68,95,1
1903780,IOWA,21,80,0
1903850,IOWA,31,90,1
1903930,IOWA,110,87,0
1903960,IOWA,49,90,1
1904020,IOWA,4,NA,1
1904080,IOWA,36,84.5,0
1904200,IOWA,115,95,1
1904320,IOWA,73,95,1
1904380,IOWA,24,80,0
1904440,IOWA,65,87,0
1904560,IOWA,39,90,1
1904620,IOWA,39,84.5,0
1904650,IOWA,58,90,1
1904680,IOWA,41,90,1
1904830,IOWA,138,92,1
1904860,IOWA,332,93,1
1904950,IOWA,65,92,1
1905070,IOWA,98,95,1
1905130,IOWA,183,87,0
1905190,IOWA,45,84.5,0
1905430,IOWA,56,84.5,0
1905490,IOWA,51,90,1
1905750,IOWA,32,84.5,0
1905790,IOWA,286,73,0
1905940,IOWA,25,80,0
1905970,IOWA,23,80,0
1906000,IOWA,38,90,1
1906060,IOWA,73,72,0
1906240,IOWA,67,95,1
1906270,IOWA,143,92,1
1906330,IOWA,143,92,1
1906510,IOWA,363,96,1
1906540,IOWA,1256,83,0
1906660,IOWA,91,92,1
1906750,IOWA,104,82,0
1906780,IOWA,32,90,1
1906810,IOWA,121,95,1
1906840,IOWA,37,90,1
1906900,IOWA,51,90,1
1906930,IOWA,56,90,1
1906960,IOWA,58,90,1
1907050,IOWA,133,92,1
1907080,IOWA,130,87,0
1907110,IOWA,27,80,0
1907170,IOWA,72,92,1
1907350,IOWA,65,92,1
1907380,IOWA,63,95,1
1907410,IOWA,81,87,0
1907440,IOWA,32,90,1
1907470,IOWA,32,90,1
1907590,IOWA,101,87,0
1907620,IOWA,113,95,1
1907710,IOWA,265,83,0
1907860,IOWA,283,88,0
1907900,IOWA,36,90,1
1907920,IOWA,32,90,1
1907980,IOWA,84,77,0
1908070,IOWA,39,90,1
1908130,IOWA,46,90,1
1908190,IOWA,11,50,0
1908220,IOWA,611,82,0
1908310,IOWA,93,87,0
1908520,IOWA,121,95,1
1908550,IOWA,46,90,1
1908580,IOWA,1046,79,0
1908610,IOWA,94,95,1
1908730,IOWA,117,95,1
1908880,IOWA,4,NA,1
1908910,IOWA,159,82,0
1908940,IOWA,73,95,1
1908970,IOWA,1923,79,0
1909060,IOWA,6,50,0
1909120,IOWA,52,90,1
1909450,IOWA,1,NA,1
1909480,IOWA,840,88,0
1909540,IOWA,30,80,0
1909570,IOWA,29,80,0
1909600,IOWA,54,84.5,0
1909990,IOWA,55,84.5,0
1910050,IOWA,51,84.5,0
1910110,IOWA,33,90,1
1910130,IOWA,1,NA,1
1910200,IOWA,14,50,0
1910340,IOWA,35,90,1
1910350,IOWA,29,80,0
1910410,IOWA,30,80,0
1910500,IOWA,56,90,1
1910690,IOWA,70,87,0
1910710,IOWA,35,90,1
1910950,IOWA,46,90,1
1910980,IOWA,34,90,1
1911040,IOWA,20,80,0
1911070,IOWA,92,95,1
1911250,IOWA,1,NA,1
1911340,IOWA,131,82,0
1911520,IOWA,26,80,0
1911790,IOWA,92,92,1
1911820,IOWA,266,85,0
1911850,IOWA,147,82,0
1911970,IOWA,2,NA,1
1912120,IOWA,26,80,0
1912230,IOWA,53,90,1
1912330,IOWA,73,95,1
1912480,IOWA,34,90,1
1912510,IOWA,85,95,1
1912660,IOWA,61,92,1
1912690,IOWA,145,92,1
1912750,IOWA,31,90,1
1912810,IOWA,29,80,0
1913110,IOWA,58,90,1
1913200,IOWA,131,92,1
1913230,IOWA,41,90,1
1913290,IOWA,57,90,1
1913320,IOWA,44,90,1
1913350,IOWA,49,90,1
1913380,IOWA,27,80,0
1913440,IOWA,2,NA,1
1913470,IOWA,105,92,1
1913500,IOWA,110,95,1
1913530,IOWA,23,69.5,0
1913660,IOWA,52,84.5,0
1914010,IOWA,55,84.5,0
1914160,IOWA,46,90,1
1914280,IOWA,110,92,1
1914310,IOWA,2,NA,1
1914340,IOWA,64,95,1
1914370,IOWA,105,92,1
1914580,IOWA,106,87,0
1914640,IOWA,233,97,1
1914670,IOWA,61,95,1
1914700,IOWA,793,89,0
1914730,IOWA,94,92,1
1914850,IOWA,43,90,1
1914880,IOWA,55,90,1
1915180,IOWA,20,80,0
1915210,IOWA,89,92,1
1915330,IOWA,63,95,1
1915450,IOWA,405,96,1
1915630,IOWA,169,82,0
1915660,IOWA,21,80,0
1915750,IOWA,29,80,0
1915840,IOWA,156,87,0
1916110,IOWA,47,90,1
1916140,IOWA,21,80,0
1916320,IOWA,24,80,0
1916420,IOWA,24,80,0
1916440,IOWA,51,90,1
1916530,IOWA,146,95,1
1916620,IOWA,25,80,0
1916680,IOWA,207,90,1
1917100,IOWA,52,90,1
1917220,IOWA,396,92,1
1917250,IOWA,44,90,1
1917460,IOWA,51,90,1
1917550,IOWA,28,80,0
1917820,IOWA,69,87,0
1918030,IOWA,43,90,1
1918120,IOWA,63,92,1
1918180,IOWA,39,90,1
1918240,IOWA,25,80,0
1918330,IOWA,56,90,1
1918480,IOWA,53,90,1
1918510,IOWA,143,87,0
1918540,IOWA,66,95,1
1918630,IOWA,41,84.5,0
1918690,IOWA,137,92,1
1918720,IOWA,367,85,0
1918750,IOWA,44,90,1
1918780,IOWA,304,86,0
1918840,IOWA,106,95,1
1918930,IOWA,73,95,1
1918960,IOWA,17,80,0
1919140,IOWA,76,82,0
1919200,IOWA,31,84.5,0
1919440,IOWA,65,92,1
1919590,IOWA,43,90,1
1919650,IOWA,85,87,0
1919710,IOWA,25,80,0
1919740,IOWA,29,80,0
1919770,IOWA,11,50,0
1919800,IOWA,11,50,0
1919860,IOWA,37,90,1
1919890,IOWA,151,87,0
1920040,IOWA,88,87,0
1920100,IOWA,20,80,0
1920130,IOWA,400,82,0
1920190,IOWA,58,90,1
1920250,IOWA,103,92,1
1920340,IOWA,99,92,1
1920460,IOWA,31,84.5,0
1920580,IOWA,34,90,1
1920610,IOWA,206,93,1
1920760,IOWA,40,90,1
1920820,IOWA,57,84.5,0
1920830,IOWA,25,80,0
1920850,IOWA,46,84.5,0
1920910,IOWA,91,95,1
1920940,IOWA,205,82,0
1921000,IOWA,38,90,1
1921090,IOWA,58,90,1
1921120,IOWA,14,50,0
1921210,IOWA,45,90,1
1921240,IOWA,153,95,1
1921600,IOWA,1,NA,1
1921630,IOWA,100,92,1
1921660,IOWA,59,90,1
1921720,IOWA,9,50,0
1921810,IOWA,14,50,0
1921840,IOWA,79,95,1
1921870,IOWA,149,87,0
1922110,IOWA,305,81,0
1922380,IOWA,10,50,0
1922440,IOWA,59,90,1
1922470,IOWA,150,95,1
1922530,IOWA,128,92,1
1923110,IOWA,266,97,1
1923160,IOWA,54,90,1
1923190,IOWA,55,90,1
1923340,IOWA,37,84.5,0
1923760,IOWA,4,NA,1
1923790,IOWA,35,90,1
1924000,IOWA,83,92,1
1924120,IOWA,23,80,0
1924150,IOWA,26,80,0
1924660,IOWA,51,90,1
1924720,IOWA,3,NA,1
1924870,IOWA,65,92,1
1924960,IOWA,40,90,1
1925050,IOWA,19,80,0
1925200,IOWA,43,90,1
1925320,IOWA,100,95,1
1925380,IOWA,3,NA,1
1925410,IOWA,2,NA,1
1925560,IOWA,1,NA,1
1925590,IOWA,112,95,1
1925620,IOWA,13,50,0
1925920,IOWA,58,90,1
1925980,IOWA,74,92,1
1926070,IOWA,76,92,1
1926250,IOWA,29,80,0
1926280,IOWA,43,90,1
1926370,IOWA,73,87,0
1926400,IOWA,888,85,0
1926580,IOWA,93,95,1
1926640,IOWA,51,84.5,0
1926670,IOWA,16,69.5,0
1926730,IOWA,83,87,0
1926790,IOWA,70,95,1
1926820,IOWA,425,96,1
1926850,IOWA,30,80,0
1926910,IOWA,159,87,0
1927000,IOWA,107,87,0
1927060,IOWA,25,80,0
1927240,IOWA,20,80,0
1927270,IOWA,44,90,1
1927390,IOWA,162,57,0
1927480,IOWA,2,NA,1
1927500,IOWA,60,90,1
1927600,IOWA,62,92,1
1927870,IOWA,59,84.5,0
1927900,IOWA,1,NA,1
1927960,IOWA,37,90,1
1927990,IOWA,49,90,1
1928020,IOWA,24,80,0
1928050,IOWA,38,90,1
1928110,IOWA,55,90,1
1928170,IOWA,39,90,1
1928230,IOWA,49,90,1
1928560,IOWA,1,NA,1
1928680,IOWA,267,96,1
1928710,IOWA,35,90,1
1928980,IOWA,62,87,0
1929010,IOWA,46,90,1
1929100,IOWA,14,50,0
1929280,IOWA,25,80,0
1929310,IOWA,129,87,0
1929490,IOWA,29,80,0
1929580,IOWA,77,95,1
1929640,IOWA,19,69.5,0
1929730,IOWA,45,84.5,0
1929760,IOWA,58,90,1
1930240,IOWA,128,87,0
1930480,IOWA,704,74,0
1930510,IOWA,301,98,1
1930540,IOWA,157,95,1
1930560,IOWA,46,90,1
1930630,IOWA,121,87,0
1930720,IOWA,28,80,0
1930750,IOWA,56,84.5,0
1930780,IOWA,45,90,1
1930870,IOWA,25,80,0
1930900,IOWA,137,95,1
1930930,IOWA,683,92,1
1930960,IOWA,32,90,1
1930990,IOWA,74,87,0
1931020,IOWA,60,90,1
1931080,IOWA,72,95,1
1931110,IOWA,51,90,1
1931290,IOWA,46,84.5,0
1931350,IOWA,233,97,1
1931470,IOWA,54,84.5,0
1931620,IOWA,21,80,0
1931680,IOWA,91,95,1
1931800,IOWA,72,87,0
1931830,IOWA,35,84.5,0
1931860,IOWA,124,95,1
1931890,IOWA,1,NA,1
1931920,IOWA,32,90,1
1931950,IOWA,47,90,1
1932010,IOWA,42,90,1
1999017,IOWA,96,92,1
1999019,IOWA,45,90,1
2000001,KANSAS,48,90,1
2000002,KANSAS,89,87,0
2000003,KANSAS,97,92,1
2000004,KANSAS,59,90,1
2000006,KANSAS,73,87,0
2000007,KANSAS,49,90,1
2000012,KANSAS,37,90,1
2000013,KANSAS,3,NA,1
2000014,KANSAS,50,84.5,0
2000015,KANSAS,167,82,0
2000016,KANSAS,52,90,1
2000017,KANSAS,57,90,1
2000020,KANSAS,5,NA,1
2000023,KANSAS,28,80,0
2000028,KANSAS,38,84.5,0
2000029,KANSAS,19,80,0
2000030,KANSAS,42,90,1
2000346,KANSAS,21,80,0
2000348,KANSAS,31,90,1
2003180,KANSAS,122,82,0
2003200,KANSAS,442,95,1
2003210,KANSAS,26,80,0
2003240,KANSAS,37,90,1
2003270,KANSAS,18,80,0
2003300,KANSAS,117,92,1
2003360,KANSAS,412,89,0
2003390,KANSAS,60,74.5,0
2003430,KANSAS,14,50,0
2003450,KANSAS,221,76,0
2003480,KANSAS,47,74.5,0
2003510,KANSAS,18,80,0
2003540,KANSAS,119,92,1
2003570,KANSAS,13,50,0
2003630,KANSAS,157,77,0
2003720,KANSAS,102,95,1
2003780,KANSAS,245,84,0
2003810,KANSAS,55,84.5,0
2003870,KANSAS,59,90,1
2003900,KANSAS,53,90,1
2003960,KANSAS,49,90,1
2004020,KANSAS,13,50,0
2004050,KANSAS,206,81,0
2004080,KANSAS,5,NA,1
2004140,KANSAS,17,80,0
2004170,KANSAS,17,80,0
2004200,KANSAS,142,92,1
2004230,KANSAS,36,84.5,0
2004260,KANSAS,24,80,0
2004290,KANSAS,63,92,1
2004350,KANSAS,24,80,0
2004380,KANSAS,19,80,0
2004410,KANSAS,74,87,0
2004440,KANSAS,31,84.5,0
2004470,KANSAS,34,90,1
2004500,KANSAS,10,50,0
2004560,KANSAS,39,90,1
2004590,KANSAS,137,92,1
2004620,KANSAS,84,95,1
2004650,KANSAS,10,50,0
2004670,KANSAS,65,95,1
2004710,KANSAS,29,80,0
2004740,KANSAS,81,57,0
2004770,KANSAS,33,90,1
2004790,KANSAS,11,50,0
2004800,KANSAS,42,84.5,0
2004830,KANSAS,31,90,1
2004890,KANSAS,108,92,1
2004920,KANSAS,111,92,1
2004950,KANSAS,14,50,0
2004980,KANSAS,137,82,0
2005010,KANSAS,69,92,1
2005040,KANSAS,30,80,0
2005070,KANSAS,77,92,1
2005100,KANSAS,98,77,0
2005130,KANSAS,52,90,1
2005250,KANSAS,32,90,1
2005280,KANSAS,63,95,1
2005310,KANSAS,20,80,0
2005370,KANSAS,8,50,0
2005400,KANSAS,31,84.5,0
2005460,KANSAS,472,87,0
2005490,KANSAS,379,94,1
2005520,KANSAS,12,50,0
2005550,KANSAS,19,80,0
2005580,KANSAS,475,84,0
2005610,KANSAS,61,92,1
2005640,KANSAS,56,90,1
2005700,KANSAS,63,95,1
2005730,KANSAS,134,87,0
2005760,KANSAS,14,50,0
2005790,KANSAS,75,67,0
2005800,KANSAS,30,80,0
2005820,KANSAS,37,84.5,0
2005850,KANSAS,25,80,0
2005870,KANSAS,41,84.5,0
2005940,KANSAS,319,83,0
2006000,KANSAS,43,84.5,0
2006060,KANSAS,32,84.5,0
2006090,KANSAS,142,77,0
2006120,KANSAS,48,90,1
2006180,KANSAS,116,87,0
2006210,KANSAS,12,50,0
2006240,KANSAS,45,90,1
2006270,KANSAS,54,74.5,0
2006300,KANSAS,54,84.5,0
2006360,KANSAS,59,84.5,0
2006390,KANSAS,500,79,0
2006420,KANSAS,331,94,1
2006450,KANSAS,96,92,1
2006480,KANSAS,82,95,1
2006510,KANSAS,24,80,0
2006540,KANSAS,369,92,1
2006570,KANSAS,24,80,0
2006580,KANSAS,65,72,0
2006630,KANSAS,16,80,0
2006660,KANSAS,230,83,0
2006690,KANSAS,18,80,0
2006720,KANSAS,153,32,0
2006840,KANSAS,59,90,1
2006870,KANSAS,11,50,0
2006930,KANSAS,52,90,1
2006960,KANSAS,95,82,0
2006990,KANSAS,3,NA,1
2007020,KANSAS,234,85,0
2007050,KANSAS,408,89,0
2007080,KANSAS,14,50,0
2007110,KANSAS,30,80,0
2007170,KANSAS,56,90,1
2007260,KANSAS,29,80,0
2007290,KANSAS,43,90,1
2007320,KANSAS,58,90,1
2007350,KANSAS,56,90,1
2007380,KANSAS,90,92,1
2007440,KANSAS,44,90,1
2007470,KANSAS,53,84.5,0
2007500,KANSAS,33,84.5,0
2007530,KANSAS,25,80,0
2007560,KANSAS,86,87,0
2007590,KANSAS,42,90,1
2007620,KANSAS,374,83,0
2007650,KANSAS,165,87,0
2007680,KANSAS,24,80,0
2007710,KANSAS,39,90,1
2007740,KANSAS,91,92,1
2007750,KANSAS,30,80,0
2007800,KANSAS,20,80,0
2007860,KANSAS,28,80,0
2007890,KANSAS,432,74,0
2007950,KANSAS,1329,67,0
2007970,KANSAS,106,92,1
2008040,KANSAS,14,50,0
2008070,KANSAS,90,87,0
2008100,KANSAS,34,90,1
2008130,KANSAS,16,80,0
2008190,KANSAS,42,90,1
2008220,KANSAS,28,80,0
2008250,KANSAS,81,87,0
2008280,KANSAS,48,90,1
2008310,KANSAS,25,80,0
2008340,KANSAS,215,94,1
2008370,KANSAS,62,87,0
2008400,KANSAS,812,88,0
2008430,KANSAS,282,84,0
2008550,KANSAS,49,90,1
2008610,KANSAS,33,90,1
2008670,KANSAS,18,80,0
2008730,KANSAS,307,88,0
2008790,KANSAS,26,80,0
2008880,KANSAS,27,80,0
2008910,KANSAS,10,50,0
2008940,KANSAS,19,80,0
2008970,KANSAS,121,82,0
2009000,KANSAS,24,80,0
2009030,KANSAS,56,84.5,0
2009060,KANSAS,24,80,0
2009090,KANSAS,20,80,0
2009140,KANSAS,513,94,1
2009180,KANSAS,578,74,0
2009240,KANSAS,40,90,1
2009320,KANSAS,63,92,1
2009360,KANSAS,55,90,1
2009390,KANSAS,183,82,0
2009420,KANSAS,37,84.5,0
2009450,KANSAS,41,90,1
2009480,KANSAS,25,80,0
2009510,KANSAS,58,90,1
2009570,KANSAS,64,95,1
2009600,KANSAS,24,80,0
2009630,KANSAS,16,80,0
2009660,KANSAS,28,80,0
2009720,KANSAS,16,80,0
2009780,KANSAS,43,90,1
2009840,KANSAS,153,95,1
2009850,KANSAS,9,50,0
2009900,KANSAS,58,90,1
2009930,KANSAS,22,80,0
2009960,KANSAS,253,84,0
2009990,KANSAS,83,82,0
2010020,KANSAS,52,84.5,0
2010050,KANSAS,39,90,1
2010080,KANSAS,25,80,0
2010140,KANSAS,1950,91,1
2010170,KANSAS,21,80,0
2010230,KANSAS,64,92,1
2010260,KANSAS,107,82,0
2010290,KANSAS,22,80,0
2010320,KANSAS,29,80,0
2010350,KANSAS,40,90,1
2010410,KANSAS,77,87,0
2010440,KANSAS,33,84.5,0
2010470,KANSAS,11,50,0
2010500,KANSAS,154,92,1
2010560,KANSAS,115,92,1
2010590,KANSAS,25,80,0
2010620,KANSAS,63,92,1
2010650,KANSAS,47,90,1
2010680,KANSAS,103,92,1
2010710,KANSAS,187,87,0
2010740,KANSAS,27,80,0
2010770,KANSAS,20,80,0
2010800,KANSAS,54,90,1
2010890,KANSAS,94,72,0
2010920,KANSAS,22,80,0
2010950,KANSAS,18,80,0
2010980,KANSAS,29,80,0
2011040,KANSAS,14,50,0
2011080,KANSAS,160,95,1
2011100,KANSAS,63,92,1
2011130,KANSAS,69,87,0
