USPS	GEOID	NAME	LOGRADE	HIGRADE	ALAND	AWATER	ALAND_SQMI	AWATER_SQMI	INTPTLAT	INTPTLONG                                                                                                        
PA	4218990	Philadelphia City School District	PK	12	347519325	22089787	     134.178	       8.529	 40.009376	 -75.133346                                                                                  
PA	4219020	Philipsburg-Osceola Area School District	PK	12	579781947	2221234	     223.855	       0.858	 40.878258	 -78.218350                                                                            
PA	4219050	Phoenixville Area School District	KG	12	53754462	1992727	      20.755	       0.769	 40.123354	 -75.529457                                                                                    
PA	4219140	Pine Grove Area School District	PK	12	269201147	656013	     103.939	       0.253	 40.571535	 -76.389856                                                                                      
PA	4219170	Pittsburgh School District	PK	12	141529695	7692318	      54.645	       2.970	 40.441049	 -79.977078                                                                                          
PA	4219200	Pittston Area School District	KG	12	100050125	1699091	      38.630	       0.656	 41.310033	 -75.738649                                                                                       
PA	4219290	Pleasant Valley School District	KG	12	299358376	1451303	     115.583	       0.560	 40.913394	 -75.435968                                                                                     
PA	4219350	Plum Borough School District	KG	12	74030472	979252	      28.583	       0.378	 40.501869	 -79.748178                                                                                          
PA	4219470	Colonial School District	KG	12	62109634	712826	      23.981	       0.275	 40.103541	 -75.270995                                                                                              
PA	4219500	Pocono Mountain School District	KG	12	817872540	14949798	     315.782	       5.772	 41.124026	 -75.392677                                                                                    
PA	4219530	Port Allegany School District	KG	12	441190256	1365357	     170.345	       0.527	 41.813848	 -78.230439                                                                                       
PA	4219560	Portage Area School District	KG	12	64955950	252437	      25.080	       0.097	 40.381764	 -78.648832                                                                                          
PA	4219650	Pottsgrove School District	KG	12	39615644	377535	      15.296	       0.146	 40.265119	 -75.622733                                                                                            
PA	4219680	Pottstown School District	PK	12	12631749	224820	       4.877	       0.087	 40.250924	 -75.644754                                                                                             
PA	4219710	Pottsville Area School District	KG	12	31666745	22968	      12.227	       0.009	 40.690960	 -76.206714                                                                                        
PA	4219800	Punxsutawney Area School District	KG	12	706250000	3489988	     272.685	       1.347	 40.960350	 -78.998661                                                                                   
PA	4219830	Purchase Line School District	KG	12	376111563	1092477	     145.217	       0.422	 40.804311	 -78.828293                                                                                       
PA	4219860	Quaker Valley School District	KG	12	60475871	2219657	      23.350	       0.857	 40.564217	 -80.164668                                                                                        
PA	4219890	Quakertown Community School District	KG	12	183286076	4049367	      70.767	       1.563	 40.452964	 -75.348855                                                                                
PA	4219920	Radnor Township School District	KG	12	35680199	35216	      13.776	       0.014	 40.022875	 -75.373434                                                                                        
PA	4220040	Reading School District	PK	12	25567079	668286	       9.872	       0.258	 40.339220	 -75.926277                                                                                               
PA	4220100	Red Lion Area School District	KG	12	364785207	538156	     140.844	       0.208	 39.866500	 -76.493606                                                                                        
PA	4220130	Redbank Valley School District	KG	12	426454729	6594572	     164.655	       2.546	 41.006131	 -79.346294                                                                                      
PA	4220220	Reynolds School District	KG	12	223049879	4992945	      86.120	       1.928	 41.358432	 -80.397366                                                                                            
PA	4220250	Richland School District	KG	12	55491529	79228	      21.425	       0.031	 40.284744	 -78.847147                                                                                               
PA	4220310	Ridgway Area School District	KG	12	473776126	3307582	     182.926	       1.277	 41.392343	 -78.791631                                                                                        
PA	4220370	Ridley School District	KG	12	18626787	1879160	       7.192	       0.726	 39.878582	 -75.328603                                                                                               
PA	4220400	Ringgold School District	KG	12	140236231	2959573	      54.146	       1.143	 40.220490	 -79.997639                                                                                            
PA	4220430	Riverview School District	KG	12	5421020	706998	       2.093	       0.273	 40.516447	 -79.836722                                                                                              
PA	4220460	Rochester Area School District	KG	12	12537177	770963	       4.841	       0.298	 40.713234	 -80.269219                                                                                        
PA	4220520	Rockwood Area School District	KG	12	378764421	333078	     146.242	       0.129	 39.927663	 -79.218371                                                                                        
PA	4220550	Rose Tree Media School District	KG	12	76494480	606094	      29.535	       0.234	 39.925944	 -75.436794                                                                                       
PA	4220580	South Fayette Township School District	KG	12	52789216	11625	      20.382	       0.004	 40.369885	 -80.178204                                                                                 
PA	4220640	St. Marys Area School District	KG	12	882822242	2533679	     340.860	       0.978	 41.355138	 -78.472810                                                                                      
PA	4220730	Salisbury Township School District	KG	12	28933714	261014	      11.171	       0.101	 40.599090	 -75.426050                                                                                    
PA	4220760	Salisbury-Elk Lick School District	KG	12	148783722	1528204	      57.446	       0.590	 39.777819	 -79.130161                                                                                  
PA	4220850	Sayre Area School District	KG	12	85651120	650773	      33.070	       0.251	 41.959325	 -76.435655                                                                                            
PA	4220910	Schuylkill Haven Area School District	KG	12	60941051	1032882	      23.529	       0.399	 40.593160	 -76.135449                                                                                
PA	4220970	Schuylkill Valley School District	KG	12	130359769	4345829	      50.332	       1.678	 40.438350	 -75.997964                                                                                   
PA	4221090	Scranton School District	PK	12	65550826	592027	      25.309	       0.229	 41.404178	 -75.665908                                                                                              
PA	4221120	Selinsgrove Area School District	KG	12	268625232	2904308	     103.717	       1.121	 40.787779	 -76.906587                                                                                    
PA	4221150	Yough School District	KG	12	193089558	1868090	      74.552	       0.721	 40.198108	 -79.710984                                                                                               
PA	4221180	Shade-Central City School District	KG	12	179395592	90829	      69.265	       0.035	 40.113976	 -78.830010                                                                                    
PA	4221200	Shaler Area School District	KG	12	37518082	562956	      14.486	       0.217	 40.514182	 -79.966683                                                                                           
PA	4221240	Shamokin Area School District	KG	12	181584047	1199893	      70.110	       0.463	 40.801869	 -76.584885                                                                                       
PA	4221270	Shanksville-Stonycreek School District	PK	12	168670680	2730342	      65.124	       1.054	 40.013340	 -78.881348                                                                              
PA	4221330	Sharon City School District	KG	12	9763135	0	       3.770	       0.000	 41.233969	 -80.499812                                                                                                 
PA	4221420	Sharpsville Area School District	KG	12	61915086	6951766	      23.906	       2.684	 41.291603	 -80.469493                                                                                     
PA	4221490	Shenandoah Valley School District	PK	12	30712680	371550	      11.858	       0.143	 40.803462	 -76.233830                                                                                     
PA	4221510	Shenango Area School District	KG	12	63987954	199284	      24.706	       0.077	 40.949757	 -80.298007                                                                                         
PA	4221540	Shikellamy School District	KG	12	186692419	14463744	      72.082	       5.584	 40.882278	 -76.739990                                                                                         
PA	4221570	Shippensburg Area School District	KG	12	316238165	871965	     122.100	       0.337	 40.064623	 -77.507270                                                                                    
PA	4221660	Slippery Rock Area School District	KG	12	348824475	12883260	     134.682	       4.974	 40.999137	 -80.055787                                                                                 
PA	4221690	Smethport Area School District	PK	12	878397714	1803444	     339.151	       0.696	 41.730275	 -78.492819                                                                                      
PA	4221810	Solanco School District	KG	12	462686299	25032000	     178.644	       9.665	 39.838498	 -76.162303                                                                                            
PA	4221840	Somerset Area School District	KG	12	347293826	1488758	     134.091	       0.575	 40.049307	 -79.117145                                                                                       
PA	4221870	Souderton Area School District	KG	12	127574012	382899	      49.257	       0.148	 40.300945	 -75.388246                                                                                       
PA	4221910	South Allegheny School District	KG	12	23170645	1323230	       8.946	       0.511	 40.313220	 -79.862964                                                                                      
PA	4221930	South Butler County School District	KG	12	247954090	132133	      95.736	       0.051	 40.757204	 -79.832236                                                                                  
PA	4222050	South Middleton School District	KG	12	126233028	797352	      48.739	       0.308	 40.135149	 -77.167319                                                                                      
PA	4222060	South Park School District	KG	12	24009753	0	       9.270	       0.000	 40.298944	 -79.994384                                                                                                 
PA	4222140	South Williamsport Area School District	KG	12	87412755	4599285	      33.750	       1.776	 41.200868	 -77.058573                                                                              
PA	4222170	South Eastern School District	PK	12	280307856	1430689	     108.227	       0.552	 39.764305	 -76.474844                                                                                       
PA	4222200	Southeastern Greene School District	KG	12	175132378	2300528	      67.619	       0.888	 39.789061	 -79.990182                                                                                 
PA	4222230	South Side Area School District	KG	12	191135599	4612731	      73.798	       1.781	 40.553227	 -80.456702                                                                                     
PA	4222260	Southern Columbia Area School District	KG	12	281577533	3289475	     108.718	       1.270	 40.884251	 -76.438533                                                                              
PA	4222290	Southern Fulton School District	KG	12	545035318	260068	     210.439	       0.100	 39.838555	 -78.189977                                                                                      
PA	4222320	Southern Huntingdon County School District	KG	12	573392043	9786	     221.388	       0.004	 40.210315	 -77.911169                                                                             
PA	4222350	Southern Lehigh School District	KG	12	116780084	457694	      45.089	       0.177	 40.517789	 -75.441198                                                                                      
PA	4222370	Southern Tioga School District	KG	12	1255719086	1741274	     484.836	       0.672	 41.649502	 -77.109115                                                                                     
PA	4222380	Southern York County School District	KG	12	175717683	22309	      67.845	       0.009	 39.775637	 -76.737702                                                                                  
PA	4222400	Southeast Delco School District	KG	12	11142068	474155	       4.302	       0.183	 39.901796	 -75.275674                                                                                       
PA	4222410	Southmoreland School District	KG	12	109052425	74439	      42.105	       0.029	 40.127211	 -79.594123                                                                                         
PA	4222440	Seneca Valley School District	KG	12	246683552	282973	      95.245	       0.109	 40.781538	 -80.091970                                                                                        
PA	4222470	South Western School District	KG	12	139748132	4617999	      53.957	       1.783	 39.773934	 -76.920176                                                                                       
PA	4222530	Spring Cove School District	KG	12	254135655	47187	      98.122	       0.018	 40.336836	 -78.341564                                                                                           
PA	4222560	Spring-Ford Area School District	KG	12	108425069	1699648	      41.863	       0.656	 40.202529	 -75.518685                                                                                    
PA	4222590	Spring Grove Area School District	KG	12	238274658	2211468	      91.998	       0.854	 39.881611	 -76.873809                                                                                   
PA	4222600	Springfield School District	KG	12	17297846	45741	       6.679	       0.018	 39.927144	 -75.335401                                                                                            
PA	4222620	Springfield Township School District	KG	12	17562712	31389	       6.781	       0.012	 40.099117	 -75.200245                                                                                   
PA	4222710	Saint Clair Area School District	KG	12	121980906	1002285	      47.097	       0.387	 40.732018	 -76.150078                                                                                    
PA	4222740	Tuscarora School District	KG	12	534722780	378677	     206.458	       0.146	 39.848352	 -77.887672                                                                                            
PA	4222770	State College Area School District	KG	12	391359852	64297	     151.105	       0.025	 40.763115	 -77.898133                                                                                    
PA	4222790	Steel Valley School District	KG	12	9829238	643708	       3.795	       0.249	 40.397321	 -79.904643                                                                                           
PA	4222800	Steelton-Highspire School District	KG	12	6770589	56768	       2.614	       0.022	 40.218055	 -76.808940                                                                                      
PA	4222830	Sto-Rox School District	KG	12	7870575	978366	       3.039	       0.378	 40.478089	 -80.070196                                                                                                
PA	4222860	Stroudsburg Area School District	KG	12	189161055	1532691	      73.035	       0.592	 40.966568	 -75.249935                                                                                    
PA	4222920	Sullivan County School District	KG	12	1165338400	6617028	     449.940	       2.555	 41.439285	 -76.511717                                                                                    
PA	4222980	Susquehanna Community School District	PK	12	262999159	4462506	     101.545	       1.723	 41.899510	 -75.539450                                                                               
PA	4223010	Susquehanna Township School District	KG	12	34548062	5007735	      13.339	       1.933	 40.313292	 -76.868455                                                                                 
PA	4223040	Susquenita School District	KG	12	228754449	8833790	      88.323	       3.411	 40.383025	 -77.031629                                                                                          
PA	4223220	Tamaqua Area School District	KG	12	314562714	3719801	     121.453	       1.436	 40.785232	 -75.908621                                                                                        
PA	4223250	Riverside School District	KG	12	30246283	125352	      11.678	       0.048	 41.374876	 -75.708616                                                                                             
PA	4223490	Titusville Area School District	KG	12	518376298	0	     200.146	       0.000	 41.639106	 -79.640024                                                                                           
PA	4223550	Towanda Area School District	KG	12	412403454	8390152	     159.230	       3.239	 41.719095	 -76.446853                                                                                        
PA	4223640	Tredyffrin-Easttown School District	KG	12	72496529	330916	      27.991	       0.128	 40.055165	 -75.447906                                                                                   
PA	4223700	Tri-Valley School District	KG	12	256721392	76096	      99.121	       0.029	 40.687249	 -76.499692                                                                                            
PA	4223760	Trinity Area School District	KG	12	232977958	438651	      89.953	       0.169	 40.122031	 -80.214022                                                                                         
PA	4223790	Troy Area School District	KG	12	712836107	3123098	     275.228	       1.206	 41.815801	 -76.758674                                                                                           
PA	4223820	Tulpehocken Area School District	KG	12	260366941	2039683	     100.528	       0.788	 40.462025	 -76.222787                                                                                    
PA	4223850	Tunkhannock Area School District	KG	12	755396158	14911489	     291.660	       5.757	 41.492310	 -76.024739                                                                                   
PA	4223880	Turkeyfoot Valley Area School District	PK	12	260051074	5630339	     100.406	       2.174	 39.811433	 -79.294169                                                                              
PA	4223970	Tussey Mountain School District	PK	12	443038281	5455240	     171.058	       2.106	 40.207290	 -78.184077                                                                                     
PA	4224000	Twin Valley School District	KG	12	227433064	3269424	      87.812	       1.262	 40.162456	 -75.864492                                                                                         
PA	4224030	Tyrone Area School District	PK	12	432636556	144175	     167.042	       0.056	 40.691211	 -78.181544                                                                                          
PA	4224060	Union Area School District	KG	12	30422875	534057	      11.746	       0.206	 41.011017	 -80.405851                                                                                            
PA	4224090	Union City Area School District	KG	12	197382896	1378111	      76.210	       0.532	 41.860139	 -79.838387                                                                                     
PA	4224120	Union School District	KG	12	194918691	4196784	      75.259	       1.620	 41.064435	 -79.516374                                                                                               
PA	4224150	Uniontown Area School District	KG	12	639499893	7078844	     246.912	       2.733	 39.836304	 -79.581811                                                                                      
PA	4224210	Unionville-Chadds Ford School District	KG	12	197315892	1965937	      76.184	       0.759	 39.891331	 -75.704290                                                                              
PA	4224240	United School District	KG	12	337779940	4930983	     130.418	       1.904	 40.491424	 -79.036010                                                                                              
PA	4224300	Upper Adams School District	KG	12	216194774	675394	      83.473	       0.261	 39.965936	 -77.266467                                                                                          
PA	4224320	Upper Darby School District	KG	12	22092180	0	       8.530	       0.000	 39.947746	 -75.289294                                                                                                
PA	4224360	Upper Dauphin Area School District	KG	12	232793666	17973	      89.882	       0.007	 40.576792	 -76.761348                                                                                    
PA	4224390	Upper Dublin School District	KG	12	34275588	78555	      13.234	       0.030	 40.151341	 -75.179999                                                                                           
PA	4224480	Upper Merion Area School District	KG	12	47845583	1062484	      18.473	       0.410	 40.087969	 -75.370416                                                                                    
PA	4224510	Upper Moreland Township School District	KG	12	20648509	11927	       7.972	       0.005	 40.157362	 -75.104279                                                                                
PA	4224540	Upper Perkiomen School District	KG	12	129731347	2984847	      50.090	       1.152	 40.402419	 -75.519324                                                                                     
PA	4224570	Upper Saint Clair School District	KG	12	25428992	20332	       9.818	       0.008	 40.333518	 -80.081412                                                                                      
PA	4224630	Valley Grove School District	KG	12	162548340	2945658	      62.760	       1.137	 41.467431	 -79.842518                                                                                        
PA	4224650	Valley View School District	KG	12	71582506	161947	      27.638	       0.063	 41.492674	 -75.553869                                                                                           
PA	4224750	Wallenpaupack Area School District	PK	12	800493017	47837867	     309.072	      18.470	 41.410547	 -75.154865                                                                                 
PA	4224790	Wallingford-Swarthmore School District	KG	12	18100339	21141	       6.989	       0.008	 39.897753	 -75.368499                                                                                 
PA	4224820	Warren County School District	KG	12	1970411260	37145690	     760.780	      14.342	 41.816141	 -79.222663                                                                                     
PA	4224870	Warrior Run School District	KG	12	290328999	4901919	     112.097	       1.893	 41.106853	 -76.787753                                                                                         
PA	4224960	Warwick School District	KG	12	102261205	1119678	      39.483	       0.432	 40.181032	 -76.295380                                                                                             
PA	4224970	Wayne Highlands School District	PK	12	1073039148	28598020	     414.303	      11.042	 41.743919	 -75.255333                                                                                   
PA	4224990	Washington School District	KG	12	8796731	0	       3.396	       0.000	 40.174026	 -80.244838                                                                                                  
PA	4225080	Wattsburg Area School District	KG	12	370096995	2700738	     142.895	       1.043	 42.043311	 -79.853434                                                                                      
PA	4225110	Waynesboro Area School District	KG	12	241068158	40161	      93.077	       0.016	 39.799282	 -77.543415                                                                                       
PA	4225140	Weatherly Area School District	KG	12	277003977	1272546	     106.952	       0.491	 40.983616	 -75.774376                                                                                      
PA	4225170	Wellsboro Area School District	KG	12	861262472	3215945	     332.535	       1.242	 41.695415	 -77.323184                                                                                      
PA	4225200	West Allegheny School District	KG	12	150311154	14471	      58.035	       0.006	 40.450092	 -80.257723                                                                                        
PA	4225230	West Branch Area School District	KG	12	424645437	3785926	     163.957	       1.462	 41.092767	 -78.117102                                                                                    
PA	4225290	West Chester Area School District	KG	12	189710973	1845187	      73.248	       0.712	 39.972031	 -75.586711                                                                                   
PA	4225440	West Greene School District	KG	12	655047280	318817	     252.915	       0.123	 39.851649	 -80.372948                                                                                          
PA	4225590	West Jefferson Hills School District	KG	12	50501189	596785	      19.499	       0.230	 40.297238	 -79.942471                                                                                  
PA	4225650	West Middlesex Area School District	KG	12	134702741	162284	      52.009	       0.063	 41.177890	 -80.409975                                                                                  
PA	4225680	West Mifflin Area School District	PK	12	37576968	846835	      14.509	       0.327	 40.361206	 -79.895641                                                                                     
PA	4225740	West Perry School District	KG	12	810648645	3255016	     312.993	       1.257	 40.347342	 -77.385029                                                                                          
PA	4225830	West Shore School District	KG	12	191293978	1270906	      73.859	       0.491	 40.173379	 -76.863471                                                                                          
PA	4225950	Wyoming Valley West School District	KG	12	38030277	1605647	      14.684	       0.620	 41.270892	 -75.908517                                                                                  
PA	4225980	West York Area School District	PK	12	53025750	199601	      20.473	       0.077	 39.945300	 -76.792359                                                                                        
PA	4226010	Mifflinburg Area School District	KG	12	552488640	3130916	     213.317	       1.209	 40.930209	 -77.121787                                                                                    
PA	4226040	Western Beaver County School District	PK	12	86844405	3231309	      33.531	       1.248	 40.677014	 -80.457994                                                                                
PA	4226070	Western Wayne School District	PK	12	421445343	16071349	     162.721	       6.205	 41.479331	 -75.382023                                                                                      
PA	4226130	Westmont Hilltop School District	KG	12	40389051	84890	      15.594	       0.033	 40.298124	 -78.965872                                                                                       
PA	4226250	Whitehall-Coplay School District	KG	12	34129079	822721	      13.177	       0.318	 40.657428	 -75.504255                                                                                      
PA	4226300	Wilkes-Barre Area School District	KG	12	296430406	5734925	     114.452	       2.214	 41.201885	 -75.757120                                                                                   
PA	4226370	Wilkinsburg Borough School District	PK	12	5830414	0	       2.251	       0.000	 40.444201	 -79.873333                                                                                         
PA	4226390	William Penn School District	KG	12	12120827	0	       4.680	       0.000	 39.930580	 -75.264994                                                                                               
PA	4226400	Williams Valley School District	KG	12	157171887	2429407	      60.684	       0.938	 40.518691	 -76.644544                                                                                     
PA	4226430	Williamsburg Community School District	KG	12	164627759	25524	      63.563	       0.010	 40.485362	 -78.220805                                                                                
PA	4226460	Williamsport Area School District	KG	12	259093873	4826173	     100.037	       1.863	 41.325970	 -77.064464                                                                                   
PA	4226520	Wilmington Area School District	KG	12	255398269	2041785	      98.610	       0.788	 41.097814	 -80.313831                                                                                     
PA	4226550	Wilson Area School District	KG	12	52609788	1263848	      20.313	       0.488	 40.643646	 -75.226605                                                                                          
PA	4226580	Wilson School District	KG	12	93498620	1806386	      36.100	       0.697	 40.338288	 -76.026152                                                                                               
PA	4226610	Windber Area School District	PK	12	149008183	172091	      57.532	       0.066	 40.202936	 -78.752669                                                                                         
PA	4226700	Wyalusing Area School District	KG	12	705248390	12654254	     272.298	       4.886	 41.646264	 -76.309618                                                                                     
PA	4226730	Wyoming Area School District	KG	12	69099422	3516980	      26.679	       1.358	 41.370822	 -75.840422                                                                                         
PA	4226760	Wyomissing Area School District	KG	12	9065750	43016	       3.500	       0.017	 40.326303	 -75.969416                                                                                         
PA	4226820	York City School District	KG	12	13709046	126495	       5.293	       0.049	 39.964798	 -76.731840                                                                                             
PA	4226850	York Suburban School District	KG	12	26484850	51843	      10.226	       0.020	 39.951553	 -76.710009                                                                                          
PA	4299997	School District Not Defined	PK	12	0	1938676373	       0.000	     748.527	 42.252061	 -80.168889                                                                                              
RI	4400030	Barrington School District	PK	12	21277117	18692573	       8.215	       7.217	 41.733037	 -71.319676                                                                                          
RI	4400065	Bristol-Warren Regional School District	PK	12	41273687	34658097	      15.936	      13.382	 41.689699	 -71.269006                                                                             
RI	4400090	Burrillville School District	PK	12	142539722	5416476	      55.035	       2.091	 41.970291	 -71.698660                                                                                        
RI	4400120	Central Falls School District	PK	12	3103174	198711	       1.198	       0.077	 41.890064	 -71.393481                                                                                          
RI	4400150	Chariho Regional School District	PK	12	310045737	63724291	     119.709	      24.604	 41.444477	 -71.703238                                                                                   
RI	4400210	Coventry School District	PK	12	152948276	8665475	      59.054	       3.346	 41.698387	 -71.657504                                                                                            
RI	4400240	Cranston School District	PK	12	73400872	4145372	      28.340	       1.601	 41.769734	 -71.485049                                                                                             
RI	4400270	Cumberland School District	PK	12	68501549	4682420	      26.449	       1.808	 41.966913	 -71.428933                                                                                           
RI	4400300	East Greenwich School District	PK	12	42466064	646172	      16.396	       0.249	 41.635469	 -71.505052                                                                                        
RI	4400330	East Providence School District	PK	12	34296502	8575923	      13.242	       3.311	 41.799956	 -71.356584                                                                                      
RI	4400540	Johnston School District	PK	12	60683014	2290683	      23.430	       0.884	 41.827440	 -71.519879                                                                                             
RI	4400570	Lincoln School District	PK	12	46930098	2152298	      18.120	       0.831	 41.915455	 -71.449815                                                                                              
RI	4400630	Middletown School District	PK	12	32935371	5388731	      12.716	       2.081	 41.518673	 -71.281685                                                                                           
RI	4400660	Narragansett School District	PK	12	35981530	61854865	      13.893	      23.882	 41.408184	 -71.482262                                                                                        
RI	4400690	New Shoreham School District	PK	12	23521355	260101320	       9.082	     100.426	 41.194642	 -71.572377                                                                                       
RI	4400720	Newport School District	PK	12	19874572	9628840	       7.674	       3.718	 41.476972	 -71.318551                                                                                              
RI	4400750	North Kingstown School District	PK	12	111754242	39625998	      43.149	      15.300	 41.574138	 -71.453857                                                                                    
RI	4400780	North Providence School District	PK	12	14568978	332978	       5.625	       0.129	 41.861587	 -71.456879                                                                                      
RI	4400810	North Smithfield School District	PK	12	61651531	2429673	      23.804	       0.938	 41.975186	 -71.544069                                                                                     
RI	4400840	Pawtucket School District	PK	12	22485848	750340	       8.682	       0.290	 41.874368	 -71.375678                                                                                             
RI	4400870	Portsmouth School District	PK	12	59562630	94112079	      22.997	      36.337	 41.607613	 -71.305405                                                                                          
RI	4400900	Providence School District	PK	12	47655935	5618032	      18.400	       2.169	 41.823056	 -71.418784                                                                                           
RI	4400960	Scituate School District	PK	12	124750074	17112833	      48.166	       6.607	 41.803463	 -71.628538                                                                                           
RI	4400990	Smithfield School District	PK	12	68131707	3769921	      26.306	       1.456	 41.901241	 -71.531060                                                                                           
RI	4401020	South Kingstown School District	PK	12	146202813	60370428	      56.449	      23.309	 41.410847	 -71.547469                                                                                    
RI	4401050	Tiverton School District	PK	12	75227126	18862745	      29.045	       7.283	 41.609436	 -71.178113                                                                                            
RI	4401110	Warwick School District	PK	12	90752667	38210709	      35.040	      14.753	 41.700757	 -71.420334                                                                                             
RI	4401140	West Warwick School District	PK	12	20176417	589271	       7.790	       0.228	 41.679006	 -71.518688                                                                                          
RI	4401170	Westerly School District	PK	12	76492575	116646012	      29.534	      45.037	 41.327458	 -71.778841                                                                                           
RI	4401200	Woonsocket School District	PK	12	20043690	501532	       7.739	       0.194	 42.001706	 -71.499949                                                                                            
RI	4499997	School District Not Defined	PK	12	0	330539842	       0.000	     127.622	 41.410279	 -71.302719                                                                                               
SC	4500002	Dorchester School District 4	PK	12	881865377	2601912	     340.490	       1.005	 33.166898	 -80.503861                                                                                        
SC	4500690	Abbeville County School District	PK	12	1249626676	52847561	     482.484	      20.405	 34.229041	 -82.454058                                                                                  
SC	4500720	Aiken County School District	PK	12	2673262963	24407039	    1032.153	       9.424	 33.591416	 -81.632047                                                                                      
SC	4500750	Allendale County School District	PK	12	1056948589	11208070	     408.090	       4.327	 32.979784	 -81.363421                                                                                  
SC	4500780	Anderson School District 1	PK	12	404881262	3825879	     156.326	       1.477	 34.670864	 -82.531886                                                                                          
SC	4500810	Anderson School District 2	PK	12	396381501	4005984	     153.044	       1.547	 34.462021	 -82.478436                                                                                          
SC	4500840	Anderson School District 3	PK	12	413360517	21041296	     159.599	       8.124	 34.359868	 -82.701315                                                                                         
SC	4500870	Anderson School District 4	PK	12	373034013	54514458	     144.029	      21.048	 34.594025	 -82.788645                                                                                         
SC	4500900	Anderson School District 5	PK	12	284079202	25423820	     109.684	       9.816	 34.512241	 -82.701167                                                                                         
SC	4500930	Bamberg School District 1	PK	12	628667818	3361004	     242.730	       1.298	 33.195869	 -80.994589                                                                                           
SC	4500960	Bamberg School District 2	PK	12	390147717	2324856	     150.637	       0.898	 33.248225	 -81.154496                                                                                           
SC	4501020	Barnwell School District 19	PK	12	235103513	1826869	      90.774	       0.705	 33.348742	 -81.273948                                                                                         
SC	4501050	Barnwell School District 29	PK	12	232729165	2329587	      89.857	       0.899	 33.406839	 -81.400548                                                                                         
SC	4501080	Barnwell School District 45	PK	12	475259640	4599975	     183.499	       1.776	 33.207923	 -81.370451                                                                                         
SC	4501110	Beaufort County School District	PK	12	1469789296	897802780	     567.489	     346.644	 32.358147	 -80.689320                                                                                  
SC	4501170	Berkeley County School District	PK	12	2846196019	337556694	    1098.922	     130.331	 33.207700	 -79.953655                                                                                  
SC	4501250	Calhoun County School District	PK	12	987179168	29350862	     381.152	      11.332	 33.674780	 -80.780347                                                                                     
SC	4501440	Charleston County School District	PK	12	2372842394	1144346152	     916.160	     441.835	 32.820589	 -79.896243                                                                               
SC	4501500	Cherokee County School District	PK	12	981877001	11566028	     379.105	       4.466	 35.049796	 -81.607647                                                                                    
SC	4501530	Chester County School District	PK	12	1503893313	14261786	     580.656	       5.507	 34.689345	 -81.161249                                                                                    
SC	4501560	Chesterfield County School District	PK	12	2069616247	17254062	     799.083	       6.662	 34.637018	 -80.159227                                                                               
SC	4501740	Clarendon School District 1	PK	12	464363890	203915519	     179.292	      78.732	 33.578636	 -80.361317                                                                                       
SC	4501770	Clarendon School District 2	PK	12	790012945	25410442	     305.026	       9.811	 33.675543	 -80.184623                                                                                        
SC	4501800	Clarendon School District 3	PK	12	317587230	434849	     122.621	       0.168	 33.823731	 -79.994395                                                                                          
SC	4501830	Colleton County School District	PK	12	2736303053	198896959	    1056.493	      76.795	 32.835018	 -80.655244                                                                                  
SC	4501860	Darlington County School District	PK	12	1453362943	14655104	     561.147	       5.658	 34.332185	 -79.962115                                                                                 
SC	4501920	Dillon School District 4	PK	12	659590654	3132312	     254.669	       1.209	 34.410997	 -79.318910                                                                                            
SC	4501950	Dillon School District 3	PK	12	388932857	1413201	     150.168	       0.546	 34.358386	 -79.481019                                                                                            
SC	4502010	Dorchester School District 2	PK	12	602853023	4016111	     232.763	       1.551	 32.943805	 -80.246946                                                                                        
